texto,label
"Raio-x de tórax sem alterações, paciente assintomático. Sem histórico médico relevante.",normal
"Exame oftalmológico de rotina sem achados relevantes. Paciente do sexo masculino, 62 anos.",normal
Paciente apresenta dor torácica intensa e falta de ar súbita. Histórico de comorbidades relatado.,urgente
"Paciente relata bem-estar geral, sinais vitais normais. Paciente do sexo masculino, 62 anos.",normal
Paciente com histórico de alergia relata leve reação cutânea. Acompanhado por familiar.,atencao
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Paciente do sexo feminino, 45 anos.",urgente
"Resultado de exame de rotina normal, sem necessidade de intervenção. Encaminhado pelo pronto atendimento.",normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Paciente do sexo feminino, 45 anos.",normal
Paciente relata cansaço e mal-estar leve nos últimos dias. Sem histórico médico relevante.,atencao
"Paciente comparece para avaliação preventiva anual, tudo normal. Encaminhado pelo pronto atendimento.",normal
"Consulta de retorno, paciente estável, sem sintomas novos. Histórico de comorbidades relatado.",normal
"Pressão arterial levemente elevada, recomendado acompanhamento. Encaminhado pelo pronto atendimento.",atencao
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Encaminhado pelo pronto atendimento.",atencao
Reação alérgica grave com edema de glote e dificuldade respiratória.,urgente
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Paciente do sexo masculino, 62 anos.",atencao
Reação alérgica grave com edema de glote e dificuldade respiratória. Acompanhado por familiar.,urgente
"Sinais de acidente vascular cerebral: perda de força e fala arrastada. Paciente do sexo feminino, 45 anos.",urgente
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Paciente do sexo feminino, 45 anos.",urgente
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Encaminhado pelo pronto atendimento.",urgente
"Pequena ferida com sinais iniciais de inflamação, sem pus. Paciente do sexo masculino, 62 anos.",atencao
"Hemograma completo dentro da normalidade, sem sinais de infecção. Paciente do sexo feminino, 45 anos.",normal
"Dor lombar moderada, sem sinais neurológicos associados. Acompanhado por familiar.",atencao
Paciente com histórico de alergia relata leve reação cutânea.,atencao
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Histórico de comorbidades relatado.",atencao
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Paciente do sexo feminino, 45 anos.",urgente
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Acompanhado por familiar.",urgente
"Paciente relata bem-estar geral, sinais vitais normais. Histórico de comorbidades relatado.",normal
"Raio-x de tórax sem alterações, paciente assintomático. Encaminhado pelo pronto atendimento.",normal
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Sem histórico médico relevante.",urgente
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Paciente do sexo masculino, 62 anos.",atencao
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Paciente do sexo masculino, 62 anos.",atencao
"Hemograma completo dentro da normalidade, sem sinais de infecção. Histórico de comorbidades relatado.",normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Sem histórico médico relevante.",normal
Paciente relata cansaço e mal-estar leve nos últimos dias. Histórico de comorbidades relatado.,atencao
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Paciente do sexo masculino, 62 anos.",urgente
Paciente apresenta dor torácica intensa e falta de ar súbita. Acompanhado por familiar.,urgente
Reação alérgica grave com edema de glote e dificuldade respiratória.,urgente
"Trauma craniano grave após acidente, paciente inconsciente. Histórico de comorbidades relatado.",urgente
"Paciente relata bem-estar geral, sinais vitais normais.",normal
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Paciente do sexo feminino, 45 anos.",urgente
"Paciente com histórico de alergia relata leve reação cutânea. Paciente do sexo masculino, 62 anos.",atencao
Paciente relata cansaço e mal-estar leve nos últimos dias.,atencao
"Dor lombar moderada, sem sinais neurológicos associados.",atencao
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Histórico de comorbidades relatado.",urgente
"Pressão arterial levemente elevada, recomendado acompanhamento.",atencao
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Paciente do sexo masculino, 62 anos.",urgente
"Hemorragia intensa, paciente com sinais de choque hipovolêmico.",urgente
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Encaminhado pelo pronto atendimento.",urgente
"Dor lombar moderada, sem sinais neurológicos associados. Sem histórico médico relevante.",atencao
"Paciente com histórico de alergia relata leve reação cutânea. Paciente do sexo masculino, 62 anos.",atencao
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Encaminhado pelo pronto atendimento.",urgente
Reação alérgica grave com edema de glote e dificuldade respiratória. Histórico de comorbidades relatado.,urgente
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Paciente do sexo masculino, 62 anos.",atencao
"Paciente relata tosse persistente há uma semana, sem falta de ar. Acompanhado por familiar.",atencao
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Paciente do sexo feminino, 45 anos.",atencao
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Encaminhado pelo pronto atendimento.",urgente
"Paciente relata tosse persistente há uma semana, sem falta de ar. Histórico de comorbidades relatado.",atencao
"Paciente relata tosse persistente há uma semana, sem falta de ar. Paciente do sexo masculino, 62 anos.",atencao
"Dor lombar moderada, sem sinais neurológicos associados. Sem histórico médico relevante.",atencao
"Pressão arterial levemente elevada, recomendado acompanhamento. Sem histórico médico relevante.",atencao
"Paciente relata check-up de rotina, sem queixas relevantes. Paciente do sexo feminino, 45 anos.",normal
"Trauma craniano grave após acidente, paciente inconsciente. Paciente do sexo masculino, 62 anos.",urgente
"Paciente comparece para avaliação preventiva anual, tudo normal. Histórico de comorbidades relatado.",normal
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Paciente do sexo masculino, 62 anos.",atencao
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Histórico de comorbidades relatado.",atencao
Paciente relata cansaço e mal-estar leve nos últimos dias. Sem histórico médico relevante.,atencao
"Resultado de exame de rotina normal, sem necessidade de intervenção. Paciente do sexo feminino, 45 anos.",normal
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Sem histórico médico relevante.",urgente
"Raio-x de tórax sem alterações, paciente assintomático. Encaminhado pelo pronto atendimento.",normal
"Reação alérgica grave com edema de glote e dificuldade respiratória. Paciente do sexo masculino, 62 anos.",urgente
"Paciente relata check-up de rotina, sem queixas relevantes. Paciente do sexo masculino, 62 anos.",normal
"Paciente relata bem-estar geral, sinais vitais normais. Sem histórico médico relevante.",normal
"Paciente relata check-up de rotina, sem queixas relevantes. Acompanhado por familiar.",normal
Reação alérgica grave com edema de glote e dificuldade respiratória. Histórico de comorbidades relatado.,urgente
"Paciente comparece para avaliação preventiva anual, tudo normal. Encaminhado pelo pronto atendimento.",normal
"Pressão arterial levemente elevada, recomendado acompanhamento. Paciente do sexo feminino, 45 anos.",atencao
"Hemograma completo dentro da normalidade, sem sinais de infecção. Sem histórico médico relevante.",normal
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Encaminhado pelo pronto atendimento.",atencao
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Encaminhado pelo pronto atendimento.,urgente
"Paciente com convulsões recorrentes e perda de consciência. Paciente do sexo masculino, 62 anos.",urgente
"Dor lombar moderada, sem sinais neurológicos associados. Encaminhado pelo pronto atendimento.",atencao
"Pressão arterial levemente elevada, recomendado acompanhamento. Sem histórico médico relevante.",atencao
Reação alérgica grave com edema de glote e dificuldade respiratória. Encaminhado pelo pronto atendimento.,urgente
"Paciente com febre alta e rigidez de nuca, suspeita de meningite.",urgente
"Paciente comparece para avaliação preventiva anual, tudo normal.",normal
Exame oftalmológico de rotina sem achados relevantes.,normal
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Sem histórico médico relevante.",normal
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Encaminhado pelo pronto atendimento.",urgente
"Pressão arterial levemente elevada, recomendado acompanhamento. Paciente do sexo masculino, 62 anos.",atencao
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Encaminhado pelo pronto atendimento.",atencao
Paciente relata cansaço e mal-estar leve nos últimos dias. Acompanhado por familiar.,atencao
Paciente apresenta dor torácica intensa e falta de ar súbita. Acompanhado por familiar.,urgente
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Encaminhado pelo pronto atendimento.",atencao
"Raio-x de tórax sem alterações, paciente assintomático. Paciente do sexo feminino, 45 anos.",normal
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Encaminhado pelo pronto atendimento.",atencao
"Paciente com histórico de alergia relata leve reação cutânea. Paciente do sexo masculino, 62 anos.",atencao
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Sem histórico médico relevante.",urgente
"Pressão arterial levemente elevada, recomendado acompanhamento. Paciente do sexo feminino, 45 anos.",atencao
"Hemograma completo dentro da normalidade, sem sinais de infecção. Acompanhado por familiar.",normal
Paciente apresenta dor torácica intensa e falta de ar súbita. Encaminhado pelo pronto atendimento.,urgente
"Paciente apresenta dor torácica intensa e falta de ar súbita. Paciente do sexo feminino, 45 anos.",urgente
Paciente relata cansaço e mal-estar leve nos últimos dias. Sem histórico médico relevante.,atencao
"Paciente com histórico de alergia relata leve reação cutânea. Paciente do sexo masculino, 62 anos.",atencao
Exame oftalmológico de rotina sem achados relevantes.,normal
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Sem histórico médico relevante.",urgente
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas.",normal
"Dor lombar moderada, sem sinais neurológicos associados. Sem histórico médico relevante.",atencao
Paciente com histórico de alergia relata leve reação cutânea. Sem histórico médico relevante.,atencao
"Resultado de exame de rotina normal, sem necessidade de intervenção. Histórico de comorbidades relatado.",normal
"Dor lombar moderada, sem sinais neurológicos associados. Encaminhado pelo pronto atendimento.",atencao
"Dor lombar moderada, sem sinais neurológicos associados.",atencao
"Paciente relata tosse persistente há uma semana, sem falta de ar. Paciente do sexo feminino, 45 anos.",atencao
"Pequena ferida com sinais iniciais de inflamação, sem pus. Acompanhado por familiar.",atencao
"Trauma craniano grave após acidente, paciente inconsciente. Encaminhado pelo pronto atendimento.",urgente
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Acompanhado por familiar.",urgente
"Sinais de acidente vascular cerebral: perda de força e fala arrastada. Paciente do sexo masculino, 62 anos.",urgente
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Encaminhado pelo pronto atendimento.",atencao
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação.",atencao
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Encaminhado pelo pronto atendimento.",urgente
"Paciente relata tosse persistente há uma semana, sem falta de ar. Paciente do sexo masculino, 62 anos.",atencao
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Paciente do sexo feminino, 45 anos.",urgente
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Paciente do sexo feminino, 45 anos.",atencao
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Histórico de comorbidades relatado.",urgente
Paciente com convulsões recorrentes e perda de consciência. Sem histórico médico relevante.,urgente
"Paciente relata check-up de rotina, sem queixas relevantes. Paciente do sexo feminino, 45 anos.",normal
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Sem histórico médico relevante.,urgente
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Encaminhado pelo pronto atendimento.",urgente
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Acompanhado por familiar.",atencao
"Consulta de retorno, paciente estável, sem sintomas novos. Paciente do sexo feminino, 45 anos.",normal
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Paciente do sexo feminino, 45 anos.",urgente
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Sem histórico médico relevante.",urgente
"Consulta de retorno, paciente estável, sem sintomas novos. Paciente do sexo masculino, 62 anos.",normal
"Paciente relata cansaço e mal-estar leve nos últimos dias. Paciente do sexo feminino, 45 anos.",atencao
"Resultado de exame de rotina normal, sem necessidade de intervenção. Histórico de comorbidades relatado.",normal
"Hemograma completo dentro da normalidade, sem sinais de infecção. Acompanhado por familiar.",normal
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Paciente do sexo feminino, 45 anos.",urgente
Paciente relata cansaço e mal-estar leve nos últimos dias. Acompanhado por familiar.,atencao
"Raio-x de tórax sem alterações, paciente assintomático.",normal
Paciente apresenta dor torácica intensa e falta de ar súbita. Encaminhado pelo pronto atendimento.,urgente
Paciente relata cansaço e mal-estar leve nos últimos dias. Acompanhado por familiar.,atencao
"Dor lombar moderada, sem sinais neurológicos associados.",atencao
"Trauma craniano grave após acidente, paciente inconsciente. Encaminhado pelo pronto atendimento.",urgente
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Sem histórico médico relevante.",urgente
"Trauma craniano grave após acidente, paciente inconsciente. Encaminhado pelo pronto atendimento.",urgente
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Encaminhado pelo pronto atendimento.",urgente
"Vacinação de rotina realizada sem intercorrências. Paciente do sexo feminino, 45 anos.",normal
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Paciente do sexo masculino, 62 anos.",atencao
"Pressão arterial levemente elevada, recomendado acompanhamento.",atencao
Paciente com convulsões recorrentes e perda de consciência. Encaminhado pelo pronto atendimento.,urgente
Paciente com convulsões recorrentes e perda de consciência.,urgente
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Histórico de comorbidades relatado.",atencao
Exame oftalmológico de rotina sem achados relevantes. Sem histórico médico relevante.,normal
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Encaminhado pelo pronto atendimento.",urgente
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação.",atencao
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Paciente do sexo masculino, 62 anos.",urgente
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Encaminhado pelo pronto atendimento.",urgente
"Pressão arterial levemente elevada, recomendado acompanhamento. Paciente do sexo masculino, 62 anos.",atencao
Paciente apresenta dor torácica intensa e falta de ar súbita. Encaminhado pelo pronto atendimento.,urgente
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Paciente do sexo masculino, 62 anos.",atencao
"Paciente com convulsões recorrentes e perda de consciência. Paciente do sexo masculino, 62 anos.",urgente
"Vacinação de rotina realizada sem intercorrências. Paciente do sexo feminino, 45 anos.",normal
Exame oftalmológico de rotina sem achados relevantes. Sem histórico médico relevante.,normal
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas.",normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Paciente do sexo feminino, 45 anos.",normal
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Encaminhado pelo pronto atendimento.",atencao
"Paciente relata tosse persistente há uma semana, sem falta de ar. Acompanhado por familiar.",atencao
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Histórico de comorbidades relatado.,urgente
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Paciente do sexo masculino, 62 anos.",atencao
"Dor lombar moderada, sem sinais neurológicos associados. Histórico de comorbidades relatado.",atencao
"Raio-x de tórax sem alterações, paciente assintomático. Paciente do sexo masculino, 62 anos.",normal
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Acompanhado por familiar.",urgente
"Reação alérgica grave com edema de glote e dificuldade respiratória. Paciente do sexo feminino, 45 anos.",urgente
Paciente relata cansaço e mal-estar leve nos últimos dias. Histórico de comorbidades relatado.,atencao
"Hemograma completo dentro da normalidade, sem sinais de infecção. Paciente do sexo masculino, 62 anos.",normal
"Trauma craniano grave após acidente, paciente inconsciente.",urgente
"Pressão arterial levemente elevada, recomendado acompanhamento. Sem histórico médico relevante.",atencao
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Encaminhado pelo pronto atendimento.",urgente
"Pressão arterial levemente elevada, recomendado acompanhamento. Encaminhado pelo pronto atendimento.",atencao
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Paciente do sexo feminino, 45 anos.",atencao
"Consulta de retorno, paciente estável, sem sintomas novos. Sem histórico médico relevante.",normal
"Raio-x de tórax sem alterações, paciente assintomático. Acompanhado por familiar.",normal
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Encaminhado pelo pronto atendimento.",urgente
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Sem histórico médico relevante.",normal
"Consulta de retorno, paciente estável, sem sintomas novos. Paciente do sexo feminino, 45 anos.",normal
"Paciente relata bem-estar geral, sinais vitais normais. Encaminhado pelo pronto atendimento.",normal
Paciente com histórico de alergia relata leve reação cutânea. Acompanhado por familiar.,atencao
"Pequena ferida com sinais iniciais de inflamação, sem pus. Encaminhado pelo pronto atendimento.",atencao
"Pressão arterial levemente elevada, recomendado acompanhamento. Sem histórico médico relevante.",atencao
"Hemograma completo dentro da normalidade, sem sinais de infecção.",normal
"Reação alérgica grave com edema de glote e dificuldade respiratória. Paciente do sexo masculino, 62 anos.",urgente
"Pressão arterial levemente elevada, recomendado acompanhamento. Paciente do sexo masculino, 62 anos.",atencao
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Paciente do sexo masculino, 62 anos.",atencao
Reação alérgica grave com edema de glote e dificuldade respiratória.,urgente
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Histórico de comorbidades relatado.,urgente
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Paciente do sexo masculino, 62 anos.",atencao
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Sem histórico médico relevante.",atencao
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Paciente do sexo feminino, 45 anos.",urgente
"Paciente relata bem-estar geral, sinais vitais normais.",normal
Paciente apresenta dor torácica intensa e falta de ar súbita. Encaminhado pelo pronto atendimento.,urgente
"Pequena ferida com sinais iniciais de inflamação, sem pus.",atencao
"Paciente relata check-up de rotina, sem queixas relevantes. Paciente do sexo masculino, 62 anos.",normal
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Sem histórico médico relevante.",urgente
"Paciente relata check-up de rotina, sem queixas relevantes. Paciente do sexo masculino, 62 anos.",normal
"Pressão arterial levemente elevada, recomendado acompanhamento.",atencao
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Paciente do sexo feminino, 45 anos.",atencao
"Paciente relata bem-estar geral, sinais vitais normais. Acompanhado por familiar.",normal
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Histórico de comorbidades relatado.",urgente
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Paciente do sexo masculino, 62 anos.",atencao
Vacinação de rotina realizada sem intercorrências. Acompanhado por familiar.,normal
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Acompanhado por familiar.",atencao
Paciente com convulsões recorrentes e perda de consciência. Histórico de comorbidades relatado.,urgente
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Sem histórico médico relevante.",atencao
"Hemograma completo dentro da normalidade, sem sinais de infecção. Sem histórico médico relevante.",normal
"Vacinação de rotina realizada sem intercorrências. Paciente do sexo feminino, 45 anos.",normal
"Paciente relata bem-estar geral, sinais vitais normais. Histórico de comorbidades relatado.",normal
Reação alérgica grave com edema de glote e dificuldade respiratória.,urgente
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa.",urgente
Exame oftalmológico de rotina sem achados relevantes. Histórico de comorbidades relatado.,normal
"Dor lombar moderada, sem sinais neurológicos associados.",atencao
"Resultado de exame de rotina normal, sem necessidade de intervenção. Encaminhado pelo pronto atendimento.",normal
"Paciente relata bem-estar geral, sinais vitais normais. Encaminhado pelo pronto atendimento.",normal
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Sem histórico médico relevante.,urgente
"Hemorragia intensa, paciente com sinais de choque hipovolêmico.",urgente
"Paciente relata cansaço e mal-estar leve nos últimos dias. Paciente do sexo masculino, 62 anos.",atencao
"Paciente comparece para avaliação preventiva anual, tudo normal. Acompanhado por familiar.",normal
"Hemograma completo dentro da normalidade, sem sinais de infecção. Encaminhado pelo pronto atendimento.",normal
"Pressão arterial levemente elevada, recomendado acompanhamento. Acompanhado por familiar.",atencao
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves.",atencao
"Raio-x de tórax sem alterações, paciente assintomático. Sem histórico médico relevante.",normal
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Sem histórico médico relevante.",urgente
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Encaminhado pelo pronto atendimento.",normal
Vacinação de rotina realizada sem intercorrências. Encaminhado pelo pronto atendimento.,normal
Vacinação de rotina realizada sem intercorrências. Sem histórico médico relevante.,normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Paciente do sexo masculino, 62 anos.",normal
"Pressão arterial levemente elevada, recomendado acompanhamento. Acompanhado por familiar.",atencao
"Paciente relata check-up de rotina, sem queixas relevantes. Encaminhado pelo pronto atendimento.",normal
"Reação alérgica grave com edema de glote e dificuldade respiratória. Paciente do sexo masculino, 62 anos.",urgente
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional.",atencao
"Consulta de retorno, paciente estável, sem sintomas novos. Encaminhado pelo pronto atendimento.",normal
Exame oftalmológico de rotina sem achados relevantes. Encaminhado pelo pronto atendimento.,normal
"Consulta de retorno, paciente estável, sem sintomas novos. Encaminhado pelo pronto atendimento.",normal
Paciente com histórico de alergia relata leve reação cutânea. Encaminhado pelo pronto atendimento.,atencao
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Acompanhado por familiar.",atencao
"Trauma craniano grave após acidente, paciente inconsciente. Paciente do sexo feminino, 45 anos.",urgente
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Encaminhado pelo pronto atendimento.",atencao
"Hemograma completo dentro da normalidade, sem sinais de infecção. Sem histórico médico relevante.",normal
"Paciente relata bem-estar geral, sinais vitais normais. Sem histórico médico relevante.",normal
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Acompanhado por familiar.",urgente
"Hemograma completo dentro da normalidade, sem sinais de infecção. Acompanhado por familiar.",normal
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Paciente do sexo feminino, 45 anos.",atencao
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Sem histórico médico relevante.",normal
"Consulta de retorno, paciente estável, sem sintomas novos. Encaminhado pelo pronto atendimento.",normal
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Encaminhado pelo pronto atendimento.",urgente
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Acompanhado por familiar.",urgente
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Acompanhado por familiar.,urgente
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Acompanhado por familiar.",urgente
Paciente com convulsões recorrentes e perda de consciência. Acompanhado por familiar.,urgente
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Histórico de comorbidades relatado.",urgente
"Consulta de retorno, paciente estável, sem sintomas novos. Histórico de comorbidades relatado.",normal
"Pressão arterial levemente elevada, recomendado acompanhamento. Paciente do sexo feminino, 45 anos.",atencao
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Encaminhado pelo pronto atendimento.",atencao
"Hemograma completo dentro da normalidade, sem sinais de infecção. Acompanhado por familiar.",normal
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Sem histórico médico relevante.",atencao
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Paciente do sexo feminino, 45 anos.",urgente
Reação alérgica grave com edema de glote e dificuldade respiratória. Sem histórico médico relevante.,urgente
Vacinação de rotina realizada sem intercorrências. Sem histórico médico relevante.,normal
"Paciente comparece para avaliação preventiva anual, tudo normal.",normal
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Histórico de comorbidades relatado.",atencao
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Sem histórico médico relevante.",urgente
"Paciente relata check-up de rotina, sem queixas relevantes. Histórico de comorbidades relatado.",normal
Reação alérgica grave com edema de glote e dificuldade respiratória.,urgente
"Resultado de exame de rotina normal, sem necessidade de intervenção. Histórico de comorbidades relatado.",normal
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Sem histórico médico relevante.",urgente
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Acompanhado por familiar.",urgente
Paciente com histórico de alergia relata leve reação cutânea.,atencao
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Paciente do sexo masculino, 62 anos.",atencao
Paciente com convulsões recorrentes e perda de consciência. Histórico de comorbidades relatado.,urgente
"Raio-x de tórax sem alterações, paciente assintomático. Paciente do sexo masculino, 62 anos.",normal
Paciente apresenta dor torácica intensa e falta de ar súbita. Sem histórico médico relevante.,urgente
"Raio-x de tórax sem alterações, paciente assintomático. Sem histórico médico relevante.",normal
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Sem histórico médico relevante.",urgente
Reação alérgica grave com edema de glote e dificuldade respiratória. Histórico de comorbidades relatado.,urgente
Paciente apresenta dor torácica intensa e falta de ar súbita. Histórico de comorbidades relatado.,urgente
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Acompanhado por familiar.",normal
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Histórico de comorbidades relatado.",urgente
"Pequena ferida com sinais iniciais de inflamação, sem pus. Sem histórico médico relevante.",atencao
Exame oftalmológico de rotina sem achados relevantes. Histórico de comorbidades relatado.,normal
"Trauma craniano grave após acidente, paciente inconsciente. Encaminhado pelo pronto atendimento.",urgente
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Encaminhado pelo pronto atendimento.",urgente
Reação alérgica grave com edema de glote e dificuldade respiratória. Histórico de comorbidades relatado.,urgente
"Pequena ferida com sinais iniciais de inflamação, sem pus. Paciente do sexo feminino, 45 anos.",atencao
"Dor lombar moderada, sem sinais neurológicos associados.",atencao
"Exame oftalmológico de rotina sem achados relevantes. Paciente do sexo masculino, 62 anos.",normal
Vacinação de rotina realizada sem intercorrências. Encaminhado pelo pronto atendimento.,normal
"Paciente com histórico de alergia relata leve reação cutânea. Paciente do sexo feminino, 45 anos.",atencao
"Politraumatismo grave após queda de altura, necessita intervenção imediata.",urgente
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Encaminhado pelo pronto atendimento.",urgente
"Sinais de acidente vascular cerebral: perda de força e fala arrastada. Paciente do sexo feminino, 45 anos.",urgente
"Hemograma completo dentro da normalidade, sem sinais de infecção.",normal
Vacinação de rotina realizada sem intercorrências. Acompanhado por familiar.,normal
"Resultado de exame de rotina normal, sem necessidade de intervenção.",normal
"Paciente comparece para avaliação preventiva anual, tudo normal. Paciente do sexo masculino, 62 anos.",normal
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Encaminhado pelo pronto atendimento.",urgente
"Paciente com convulsões recorrentes e perda de consciência. Paciente do sexo masculino, 62 anos.",urgente
"Trauma craniano grave após acidente, paciente inconsciente. Sem histórico médico relevante.",urgente
"Pressão arterial levemente elevada, recomendado acompanhamento. Acompanhado por familiar.",atencao
"Paciente relata tosse persistente há uma semana, sem falta de ar. Encaminhado pelo pronto atendimento.",atencao
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Sem histórico médico relevante.",urgente
"Hemograma completo dentro da normalidade, sem sinais de infecção. Paciente do sexo masculino, 62 anos.",normal
Paciente apresenta dor torácica intensa e falta de ar súbita. Encaminhado pelo pronto atendimento.,urgente
"Reação alérgica grave com edema de glote e dificuldade respiratória. Paciente do sexo masculino, 62 anos.",urgente
